Player,Country,Team,Assists,Season
Max Bird,England,Derby County,2,2019-2020
Jón Böðvarsson,Iceland,Millwall FC,2,2019-2020
Luke Bolton,England,Luton Town,2,2019-2020
Macauley Bonne,Zimbabwe,Charlton Athletic,2,2019-2020
Alan Browne,Ireland,Preston North End,2,2019-2020
Josh Brownhill,England,Bristol City,2,2019-2020
Fraizer Campbell,England,Huddersfield Town,2,2019-2020
Tyrese Campbell,England,Stoke City,2,2019-2020
Bersant Celina,Kosovo,Swansea City,2,2019-2020
Jake Cooper,England,Millwall FC,2,2019-2020
Josh Cullen,Ireland,Charlton Athletic,2,2019-2020
Alessio Da Cruz,Netherlands,Sheffield Wednesday,2,2019-2020
Henrik Dalsgaard,Denmark,Brentford FC,2,2019-2020
Jay Dasilva,Wales,Bristol City,2,2019-2020
Adama Diakhaby,France,Nottingham Forest,2,2019-2020
Tom Eaves,England,Hull City,2,2019-2020
Corry Evans,Northern Ireland,Blackburn Rovers,2,2019-2020
Steven Fletcher,Scotland,Sheffield Wednesday,2,2019-2020
Jay Fulton,Scotland,Swansea City,2,2019-2020
Sam Gallagher,England,Blackburn Rovers,2,2019-2020
Gary Gardner,England,Birmingham City,2,2019-2020
Kieran Gibbs,England,West Bromwich Albion,2,2019-2020
Lewis Grabban,Jamaica,Nottingham Forest,2,2019-2020
Florent Hadergjonaj,Kosovo,Huddersfield Town,2,2019-2020
Michael Hector,Jamaica,Fulham FC,2,2019-2020
Rico Henry,England,Brentford FC,2,2019-2020
Jonathan Hogg,England,Huddersfield Town,2,2019-2020
Junior Hoilett,Canada,Cardiff City,2,2019-2020
Tom Ince,England,Stoke City,2,2019-2020
Dominic Iorfa,England,Sheffield Wednesday,2,2019-2020
Bradley Johnson,England,Blackburn Rovers,2,2019-2020
Filip Krovinović,Croatia,West Bromwich Albion,2,2019-2020
Darragh Lenihan,Ireland,Blackburn Rovers,2,2019-2020
Eric Lichaj,USA,Hull City,2,2019-2020
Josh Magennis,Northern Ireland,Hull City,2,2019-2020
Jack Marriott,England,Derby County,2,2019-2020
Bruno Martins Indi,Netherlands,Stoke City,2,2019-2020
Barrie McKay,Scotland,Swansea City,2,2019-2020
Aleksandar Mitrović,Serbia,Fulham FC,2,2019-2020
Kamohelo Mokotjo,South Africa,Brentford FC,2,2019-2020
Albie Morgan,England,Charlton Athletic,2,2019-2020
Sean Morrison,England,Cardiff City,2,2019-2020
Steve Mounié,Benin,Huddersfield Town,2,2019-2020
Jason Pearce,England,Charlton Athletic,2,2019-2020
Kristian Pedersen,Denmark,Birmingham City,2,2019-2020
Kalvin Phillips,England,Leeds United,2,2019-2020
Marc Pugh,England,Queens Park Rangers,2,2019-2020
Patrick Roberts,England,Middlesbrough FC,2,2019-2020
Callum Robinson,Ireland,West Bromwich Albion,2,2019-2020
Joe Rothwell,England,Blackburn Rovers,2,2019-2020
Dion Sanderson,England,Cardiff City,2,2019-2020
George Saville,Northern Ireland,Middlesbrough FC,2,2019-2020
Patrick Schmidt,Austria,Barnsley FC,2,2019-2020
Steve Seddon,England,Birmingham City,2,2019-2020
Andrew Shinnie,Scotland,Luton Town,2,2019-2020
Louie Sibley,England,Derby County,2,2019-2020
Emile Smith Rowe,England,Huddersfield Town,2,2019-2020
Harry Toffolo,England,Huddersfield Town,2,2019-2020
Lewis Travis,England,Blackburn Rovers,2,2019-2020
Sam Vokes,Wales,Stoke City,2,2019-2020
Murray Wallace,Scotland,Millwall FC,2,2019-2020
Ollie Watkins,England,Brentford FC,2,2019-2020
Ben White,England,Leeds United,2,2019-2020
Shaun Williams,Ireland,Millwall FC,2,2019-2020
Lewis Wing,England,Middlesbrough FC,2,2019-2020
Cauley Woodrow,England,Barnsley FC,2,2019-2020
Charlie Adam,Scotland,Reading FC,1,2019-2020
Tosin Adarabioyo,England,Blackburn Rovers,1,2019-2020
Mads Andersen,Denmark,Barnsley FC,1,2019-2020
Chuks Aneke,England,Charlton Athletic,1,2019-2020
Harry Arter,Ireland,Fulham FC,1,2019-2020
Sam Baldock,England,Reading FC,1,2019-2020
Josh Barrett,Ireland,Reading FC,1,2019-2020
Danny Batth,England,Stoke City,1,2019-2020
Luke Berry,England,Luton Town,1,2019-2020
John Bostock,Trinidad & Tobago,Nottingham Forest,1,2019-2020
Tom Bradshaw,Wales,Millwall FC,1,2019-2020
Geoff Cameron,USA,Queens Park Rangers,1,2019-2020
Lee Camp,Northern Ireland,Birmingham City,1,2019-2020
Cameron Carter-Vickers,USA,Stoke City,1,2019-2020
Dimitri Cavaré,Guadeloupe,Barnsley FC,1,2019-2020
Trevoh Chalobah,England,Huddersfield Town,1,2019-2020
Harry Chapman,England,Blackburn Rovers,1,2019-2020
James Chester,Wales,Stoke City,1,2019-2020
Cyrus Christie,Ireland,Fulham FC,1,2019-2020
Jake Clarke-Salter,England,Birmingham City,1,2019-2020
Hayden Coulson,England,Middlesbrough FC,1,2019-2020
Martin Cranie,England,Luton Town,1,2019-2020
Greg Cunningham,Ireland,Blackburn Rovers,1,2019-2020
Bradley Dack,England,Blackburn Rovers,1,2019-2020
Ben Davies,England,Preston North End,1,2019-2020
Curtis Davies,England,Derby County,1,2019-2020
David Davis,England,Charlton Athletic,1,2019-2020
Jordy de Wijs,Netherlands,Hull City,1,2019-2020
Harlee Dean,England,Birmingham City,1,2019-2020
Famara Diédhiou,Senegal,Bristol City,1,2019-2020
Nathan Dyer,England,Swansea City,1,2019-2020
Tom Edwards,England,Stoke City,1,2019-2020
Nathan Ferguson,England,West Bromwich Albion,1,2019-2020
Sam Field,England,Charlton Athletic,1,2019-2020
Fernando Forestieri,Italy,Sheffield Wednesday,1,2019-2020
Adam Forshaw,England,Leeds United,1,2019-2020
Jake Forster-Caskey,England,Charlton Athletic,1,2019-2020
Danny Fox,Scotland,Wigan Athletic,1,2019-2020
Morgan Fox,Wales,Sheffield Wednesday,1,2019-2020
Darnell Furlong,England,West Bromwich Albion,1,2019-2020
Rudy Gestede,Benin,Middlesbrough FC,1,2019-2020
Danny Graham,England,Blackburn Rovers,1,2019-2020
Andre Green,England,Preston North End,1,2019-2020
Wes Harding,Jamaica,Birmingham City,1,2019-2020
Josh Harrop,England,Preston North End,1,2019-2020
Scott Hogan,Ireland,Stoke City,1,2019-2020
Jordan Hugill,England,Queens Park Rangers,1,2019-2020
Sam Hutchinson,England,Sheffield Wednesday,1,2019-2020
Shaun Hutchinson,England,Millwall FC,1,2019-2020
Carl Jenkinson,England,Nottingham Forest,1,2019-2020
João Carvalho,Portugal,Nottingham Forest,1,2019-2020
Florian Jozefzoon,Suriname,Derby County,1,2019-2020
Aldo Kalulu,France,Swansea City,1,2019-2020
Neeskens Kebano,Congo DR,Fulham FC,1,2019-2020
Terence Kongolo,Netherlands,Huddersfield Town,1,2019-2020
Ryan Ledson,England,Preston North End,1,2019-2020
Tom Lees,England,Sheffield Wednesday,1,2019-2020
Toni Leistner,Germany,Queens Park Rangers,1,2019-2020
Keane Lewis-Potter,England,Hull City,1,2019-2020
George Long,England,Hull City,1,2019-2020
Max Lowe,England,Derby County,1,2019-2020
Kilian Ludewig,Germany,Barnsley FC,1,2019-2020
Joe Lumley,England,Queens Park Rangers,1,2019-2020
Gary Madine,England,Cardiff City,1,2019-2020
Jacques Maghoma,Congo DR,Birmingham City,1,2019-2020
Seán Maguire,Ireland,Preston North End,1,2019-2020
Gavin Massey,England,Wigan Athletic,1,2019-2020
Adam Matthews,Wales,Charlton Athletic,1,2019-2020
Paddy McNair,Northern Ireland,Middlesbrough FC,1,2019-2020
Yakou Meïté,Ivory Coast,Reading FC,1,2019-2020
Jayson Molumby,Ireland,Millwall FC,1,2019-2020
Jefferson Montero,Ecuador,Birmingham City,1,2019-2020
Michael Morrison,England,Reading FC,1,2019-2020
Harold Moukoudi,Cameroon,Middlesbrough FC,1,2019-2020
Kerim Mrabti,Sweden,Birmingham City,1,2019-2020
Charlie Mulgrew,Scotland,Wigan Athletic,1,2019-2020
Ádám Nagy,Hungary,Bristol City,1,2019-2020
Ryan Nyambe,Namibia,Blackburn Rovers,1,2019-2020
Callum O'Dowda,Ireland,Bristol City,1,2019-2020
Tashan Oakley-Boothe,England,Stoke City,1,2019-2020
Denis Odoi,Belgium,Fulham FC,1,2019-2020
Michael Olise,France,Reading FC,1,2019-2020
Erhun Öztumer,Turkey,Charlton Athletic,1,2019-2020
Liam Palmer,Scotland,Sheffield Wednesday,1,2019-2020
Tom Pearce,England,Wigan Athletic,1,2019-2020
Pedro Pereira,Portugal,Bristol City,1,2019-2020
Pelé,Guinea-Bissau,Reading FC,1,2019-2020
Brad Potts,England,Preston North End,1,2019-2020
Dan Potts,England,Luton Town,1,2019-2020
Ian Poveda,Colombia,Leeds United,1,2019-2020
Darren Pratley,England,Charlton Athletic,1,2019-2020
Alex Pritchard,England,Huddersfield Town,1,2019-2020
Rafa Mir,Spain,Nottingham Forest,1,2019-2020
Joe Rafferty,Ireland,Preston North End,1,2019-2020
Joe Rankin-Costello,England,Blackburn Rovers,1,2019-2020
Harrison Reed,England,Fulham FC,1,2019-2020
Andy Rinomhota,Zimbabwe,Reading FC,1,2019-2020
Marc Roberts,England,Birmingham City,1,2019-2020
Tyler Roberts,Wales,Leeds United,1,2019-2020
Antonee Robinson,USA,Wigan Athletic,1,2019-2020
Jack Robinson,England,Nottingham Forest,1,2019-2020
Hal Robson-Kanu,Wales,West Bromwich Albion,1,2019-2020
Joe Rodon,Wales,Swansea City,1,2019-2020
Mads Roerslev,Denmark,Brentford FC,1,2019-2020
Mahlon Romeo,Antigua & Barbuda,Millwall FC,1,2019-2020
Romaine Sawyers,St. Kitts & Nevis,West Bromwich Albion,1,2019-2020
Christopher Schindler,Germany,Huddersfield Town,1,2019-2020
Josh Scowen,England,Queens Park Rangers,1,2019-2020
Alan Sheehan,Ireland,Luton Town,1,2019-2020
Graeme Shinnie,Scotland,Derby County,1,2019-2020
Chris Solly,England,Charlton Athletic,1,2019-2020
Samba Sow,Mali,Nottingham Forest,1,2019-2020
Dujon Sterling,England,Wigan Athletic,1,2019-2020
Kevin Stewart,Jamaica,Hull City,1,2019-2020
Lyle Taylor,Montserrat,Charlton Athletic,1,2019-2020
Jordan Thompson,Northern Ireland,Stoke City,1,2019-2020
Conor Townsend,England,West Bromwich Albion,1,2019-2020
Ryan Tunnicliffe,England,Luton Town,1,2019-2020
Mike van der Hoorn,Netherlands,Swansea City,1,2019-2020
Christian Walton,England,Blackburn Rovers,1,2019-2020
Morgan Whittaker,England,Derby County,1,2019-2020
Gavin Whyte,Northern Ireland,Cardiff City,1,2019-2020
Ashley Williams,Wales,Bristol City,1,2019-2020
Ben Williams,Wales,Barnsley FC,1,2019-2020
Andre Wisdom,England,Derby County,1,2019-2020
Ryan Woods,England,Stoke City,1,2019-2020
Jan Žambůrek,Czech Republic,Brentford FC,1,2019-2020
